Latitude (decimal degrees):	48.265
Longitude (decimal degrees):	11.669
Elevation (m):	476
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20070611:0910,219.95,1.03,239.81,5.64,55.1,19.69,1.17,0.0
20070611:1010,185.09,0.0,205.74,4.82,61.97,19.89,0.9,0.0
20070611:1110,773.9,550.95,318.66,17.19,64.81,21.11,0.83,0.0
20070611:1210,814.5,699.85,223.28,18.1,62.31,22.01,0.9,0.0
20070611:1310,399.36,72.32,362.28,9.75,55.65,22.72,0.97,0.0
20070611:1410,505.71,250.86,303.91,11.91,46.84,23.5,0.76,0.0
20070611:1510,69.03,0.0,88.56,2.08,37.12,23.42,0.62,0.0
20070611:1610,29.81,0.0,45.62,1.07,27.15,22.6,1.1,0.0
20070611:1710,29.96,0.0,45.62,1.07,17.34,21.73,1.24,0.0
20070611:1810,0.85,0.0,7.52,0.19,8.01,20.64,0.97,0.0
20070611:1910,0.0,0.0,0.0,0.0,0.0,18.77,1.52,0.0
20070611:2010,0.0,0.0,0.0,0.0,0.0,17.8,1.24,0.0
20070611:2110,0.0,0.0,0.0,0.0,0.0,16.84,0.55,0.0
20070611:2210,0.0,0.0,0.0,0.0,0.0,16.24,1.79,0.0
20070611:2310,0.0,0.0,0.0,0.0,0.0,15.9,2.34,0.0
20070612:0010,0.0,0.0,0.0,0.0,0.0,15.75,2.41,0.0
20070612:0110,0.0,0.0,0.0,0.0,0.0,15.77,2.34,0.0
20070612:0210,0.0,0.0,0.0,0.0,0.0,15.63,2.21,0.0
20070612:0310,0.0,0.0,0.0,0.0,0.0,15.18,1.93,0.0
20070612:0410,10.51,0.0,21.71,0.55,7.43,15.24,2.14,0.0
20070612:0510,18.33,0.0,31.31,0.73,16.71,15.5,2.55,0.0
20070612:0610,232.16,116.46,143.89,7.34,26.49,15.73,3.03,0.0
20070612:0710,452.35,324.04,149.48,11.36,36.46,17.25,3.24,0.0
20070612:0810,137.88,0.0,155.65,3.65,46.22,17.97,2.9,0.0
20070612:0910,365.37,43.16,342.54,8.81,55.13,18.67,2.69,0.0
20070612:1010,392.79,46.78,371.06,9.5,62.01,20.11,2.41,0.0
20070612:1110,315.03,12.93,326.89,7.88,64.88,21.73,2.41,0.0
20070612:1210,687.94,372.18,376.16,15.22,62.39,22.09,2.34,0.0
20070612:1310,180.18,0.0,202.16,4.74,55.73,22.71,2.55,0.0
20070612:1410,419.61,124.34,326.05,9.98,46.92,22.98,2.62,0.0
20070612:1510,464.82,325.98,169.3,11.32,37.19,20.71,2.48,0.0
20070612:1610,261.79,169.46,127.59,8.01,27.23,20.63,2.07,0.0
20070612:1710,94.94,17.58,104.48,3.8,17.41,20.14,2.14,0.0
20070612:1810,25.57,0.0,40.09,1.01,8.09,18.96,2.55,0.0
20070612:1910,0.0,0.0,0.0,0.0,0.0,18.29,2.28,0.0
20070612:2010,0.0,0.0,0.0,0.0,0.0,17.57,2.34,0.0
20070612:2110,0.0,0.0,0.0,0.0,0.0,16.98,2.28,0.0
20070612:2210,0.0,0.0,0.0,0.0,0.0,16.63,2.34,0.0
20070612:2310,0.0,0.0,0.0,0.0,0.0,16.07,2.34,0.0
20070613:0010,0.0,0.0,0.0,0.0,0.0,15.83,2.28,0.0
20070613:0110,0.0,0.0,0.0,0.0,0.0,15.66,2.34,0.0
20070613:0210,0.0,0.0,0.0,0.0,0.0,15.3,2.28,0.0
20070613:0310,0.0,0.0,0.0,0.0,0.0,15.26,2.14,0.0
20070613:0410,0.12,0.0,5.85,0.15,7.44,15.11,1.93,0.0
20070613:0510,24.51,0.0,38.46,0.9,16.72,15.66,1.52,0.0
20070613:0610,107.48,0.63,124.32,2.94,26.5,16.79,1.72,0.0
20070613:0710,121.55,0.0,139.55,3.27,36.47,17.95,2.07,0.0
20070613:0810,537.88,291.27,280.4,12.46,46.23,18.94,1.59,0.0
20070613:0910,442.32,102.66,370.68,10.53,55.15,19.82,1.24,0.0
20070613:1010,587.07,234.77,405.73,13.52,62.05,21.12,1.03,0.0
20070613:1110,703.23,404.76,379.64,15.85,64.94,21.97,0.9,0.0
20070613:1210,703.84,429.8,357.03,15.85,62.46,22.5,0.9,0.0
20070613:1310,559.95,250.15,369.68,13.06,55.8,23.02,0.48,0.0
20070613:1410,482.42,211.75,315.95,11.43,46.99,22.83,0.62,0.0
20070613:1510,150.69,0.9,171.79,4.05,37.27,22.36,0.76,0.0
20070613:1610,59.6,0.0,77.82,1.82,27.3,21.44,1.1,0.0
20070613:1710,7.98,0.0,18.79,0.44,17.49,20.64,1.38,0.0
20070613:1810,4.81,0.0,14.2,0.36,8.16,20.12,1.45,0.0
20070613:1910,0.0,0.0,0.0,0.0,0.0,19.29,0.76,0.0
20070613:2010,0.0,0.0,0.0,0.0,0.0,17.85,1.03,0.0
20070613:2110,0.0,0.0,0.0,0.0,0.0,16.68,1.52,0.0
20070613:2210,0.0,0.0,0.0,0.0,0.0,15.78,1.31,0.0
20070613:2310,0.0,0.0,0.0,0.0,0.0,15.25,1.1,0.0
20070614:0010,0.0,0.0,0.0,0.0,0.0,14.97,0.9,0.0
20070614:0110,0.0,0.0,0.0,0.0,0.0,14.57,0.9,0.0
20070614:0210,0.0,0.0,0.0,0.0,0.0,14.17,0.69,0.0
20070614:0310,0.0,0.0,0.0,0.0,0.0,13.51,0.62,0.0
20070614:0410,23.29,0.0,36.75,0.92,7.45,13.44,0.28,0.0
20070614:0510,71.81,15.99,81.84,4.3,16.72,14.57,0.28,0.0
20070614:0610,235.04,158.88,112.8,8.07,26.5,16.17,0.34,0.0
20070614:0710,454.17,358.54,129.57,11.81,36.47,17.86,0.55,0.0
20070614:0810,628.93,528.15,155.49,14.8,46.24,20.19,0.83,0.0
20070614:0910,754.21,672.9,171.25,17.21,55.17,22.53,0.97,0.0
20070614:1010,824.49,769.6,181.57,18.79,62.08,24.2,0.76,0.0
20070614:1110,846.15,818.68,178.1,19.44,64.99,25.32,0.48,0.0
20070614:1210,818.96,780.88,181.55,18.85,62.53,26.05,0.48,0.0
20070614:1310,752.16,702.94,169.28,17.47,55.87,26.56,0.48,0.0
20070614:1410,638.2,571.31,151.62,15.18,47.06,26.84,0.62,0.0
20070614:1510,472.92,395.65,131.54,12.12,37.34,26.96,1.03,0.0
20070614:1610,265.61,208.09,104.46,8.62,27.37,26.67,1.66,0.0
20070614:1710,72.91,47.02,68.31,5.05,17.56,25.87,1.72,0.0
20070614:1810,26.26,0.0,41.76,1.05,8.23,24.33,1.45,0.0
20070614:1910,0.0,0.0,0.0,0.0,0.0,22.74,2.21,0.0
20070614:2010,0.0,0.0,0.0,0.0,0.0,21.24,2.34,0.0
20070614:2110,0.0,0.0,0.0,0.0,0.0,20.17,2.21,0.0
20070614:2210,0.0,0.0,0.0,0.0,0.0,19.23,2.07,0.0
20070614:2310,0.0,0.0,0.0,0.0,0.0,18.55,1.93,0.0
20070615:0010,0.0,0.0,0.0,0.0,0.0,17.85,1.79,0.0
20070615:0110,0.0,0.0,0.0,0.0,0.0,17.22,1.59,0.0
20070615:0210,0.0,0.0,0.0,0.0,0.0,16.8,1.66,0.0
20070615:0310,0.0,0.0,0.0,0.0,0.0,16.47,2.34,0.0
20070615:0410,22.96,0.0,36.75,0.92,7.46,16.48,2.48,0.0
20070615:0510,82.13,10.35,95.3,3.82,16.72,17.19,2.14,0.0
20070615:0610,229.84,150.28,115.78,7.86,26.5,18.71,2.34,0.0
20070615:0710,324.15,97.11,251.53,8.2,36.47,19.79,1.38,0.0
20070615:0810,430.27,144.86,318.31,10.34,46.24,21.51,1.31,0.0
20070615:0910,735.6,634.46,185.98,16.75,55.18,23.22,1.17,0.0
20070615:1010,728.46,499.65,318.65,16.44,62.1,24.36,1.31,0.0
20070615:1110,826.53,719.29,226.74,18.51,65.04,25.49,1.45,0.0
20070615:1210,734.79,528.88,311.06,16.71,62.59,25.99,0.97,0.0
20070615:1310,614.63,352.35,337.79,14.24,55.94,24.76,0.55,0.0
20070615:1410,623.27,494.59,189.59,14.38,47.13,23.77,1.38,0.0
20070615:1510,188.67,6.28,204.29,4.93,37.41,22.4,2.41,0.0
20070615:1610,18.67,0.0,32.2,0.75,27.44,19.66,3.93,0.0
20070615:1710,9.47,0.0,20.57,0.48,17.63,17.83,4.48,0.0
20070615:1810,2.77,0.0,10.86,0.27,8.3,16.39,6.28,0.0
20070615:1910,0.0,0.0,0.0,0.0,0.0,14.45,6.41,0.0
20070615:2010,0.0,0.0,0.0,0.0,0.0,13.82,4.83,0.0
20070615:2110,0.0,0.0,0.0,0.0,0.0,13.55,4.0,0.0
20070615:2210,0.0,0.0,0.0,0.0,0.0,13.33,3.52,0.0
20070615:2310,0.0,0.0,0.0,0.0,0.0,13.04,3.1,0.0
20070616:0010,0.0,0.0,0.0,0.0,0.0,12.88,2.76,0.0
20070616:0110,0.0,0.0,0.0,0.0,0.0,12.64,2.48,0.0
20070616:0210,0.0,0.0,0.0,0.0,0.0,12.38,2.48,0.0
20070616:0310,0.0,0.0,0.0,0.0,0.0,12.21,2.55,0.0
20070616:0410,27.24,0.0,40.92,1.03,7.45,12.3,2.48,0.0
20070616:0510,47.76,26.06,52.72,5.1,16.72,13.2,2.21,0.0
20070616:0610,232.62,109.6,149.95,7.3,26.49,14.6,2.41,0.0
20070616:0710,464.9,350.84,134.1,11.74,36.46,15.67,2.69,0.0
20070616:0810,400.3,94.89,323.3,9.46,46.23,17.07,2.62,0.0
20070616:0910,173.39,0.0,191.43,4.49,55.18,18.23,2.48,0.0
20070616:1010,198.06,0.0,217.37,5.1,62.12,19.39,2.28,0.0
20070616:1110,560.6,171.94,427.05,12.87,65.07,19.93,2.14,0.0
20070616:1210,176.62,0.0,196.8,4.61,62.64,20.48,2.14,0.0
20070616:1310,611.18,291.59,364.81,13.71,56.0,20.88,2.21,0.0
20070616:1410,486.88,193.6,325.68,11.3,47.19,20.82,2.07,0.0
20070616:1510,366.81,130.92,260.7,8.97,37.47,20.36,2.21,0.0
20070616:1610,239.08,85.15,180.92,6.75,27.5,19.94,2.14,0.0
20070616:1710,88.97,35.38,88.18,4.68,17.69,19.2,1.79,0.0
20070616:1810,27.08,0.0,41.76,1.05,8.36,18.62,1.86,0.0
20070616:1910,0.0,0.0,0.0,0.0,0.0,18.95,0.28,0.0
20070616:2010,0.0,0.0,0.0,0.0,0.0,17.35,0.83,0.0
20070616:2110,0.0,0.0,0.0,0.0,0.0,15.81,1.31,0.0
20070616:2210,0.0,0.0,0.0,0.0,0.0,15.19,1.45,0.0
20070616:2310,0.0,0.0,0.0,0.0,0.0,14.36,1.52,0.0
20070617:0010,0.0,0.0,0.0,0.0,0.0,13.56,1.52,0.0
20070617:0110,0.0,0.0,0.0,0.0,0.0,13.04,1.45,0.0
20070617:0210,0.0,0.0,0.0,0.0,0.0,12.53,1.45,0.0
20070617:0310,0.0,0.0,0.0,0.0,0.0,11.88,1.45,0.0
20070617:0410,22.78,0.0,35.91,0.9,7.45,11.7,1.24,0.0
20070617:0510,82.42,11.16,93.92,3.96,16.71,13.23,0.62,0.0
20070617:0610,235.39,173.46,100.59,8.32,26.48,16.31,0.48,0.0
20070617:0710,459.21,372.32,122.7,12.04,36.45,18.31,0.55,0.0
20070617:0810,646.89,570.8,134.68,15.33,46.22,20.17,0.76,0.0
20070617:0910,776.59,707.36,157.04,17.66,55.18,21.69,1.17,0.0
20070617:1010,869.84,799.04,169.17,19.14,62.13,22.31,2.21,0.0
20070617:1110,904.39,860.44,161.44,19.94,65.11,22.82,1.93,0.0
20070617:1210,858.49,800.18,176.44,19.14,62.69,23.34,1.38,0.0
20070617:1310,784.66,721.97,164.22,17.76,56.05,23.89,1.17,0.0
20070617:1410,664.93,595.56,143.68,15.54,47.24,23.96,0.97,0.0
20070617:1510,491.32,414.27,125.78,12.43,37.52,24.17,1.1,0.0
20070617:1610,276.74,222.67,98.83,8.91,27.56,23.92,1.45,0.0
20070617:1710,97.23,23.3,105.18,4.19,17.74,23.36,1.52,0.0
20070617:1810,22.98,0.0,37.58,0.94,8.42,22.04,1.72,0.0
20070617:1910,0.0,0.0,0.0,0.0,0.0,21.11,1.79,0.0
20070617:2010,0.0,0.0,0.0,0.0,0.0,19.94,1.86,0.0
20070617:2110,0.0,0.0,0.0,0.0,0.0,18.89,1.93,0.0
20070617:2210,0.0,0.0,0.0,0.0,0.0,18.04,1.66,0.0
20070617:2310,0.0,0.0,0.0,0.0,0.0,18.14,0.69,0.0
20070618:0010,0.0,0.0,0.0,0.0,0.0,17.17,1.72,0.0
20070618:0110,0.0,0.0,0.0,0.0,0.0,16.7,1.72,0.0
20070618:0210,0.0,0.0,0.0,0.0,0.0,16.64,1.93,0.0
20070618:0310,0.0,0.0,0.0,0.0,0.0,16.77,2.76,0.0
20070618:0410,0.11,0.0,5.85,0.15,7.44,17.0,3.31,0.0
20070618:0510,47.32,0.0,63.51,1.49,16.69,17.34,3.59,0.0
20070618:0610,103.51,0.63,120.74,2.85,26.46,18.17,3.45,0.0
20070618:0710,456.18,348.37,131.17,11.64,36.43,17.36,2.76,0.0
20070618:0810,624.43,455.56,195.71,14.13,46.21,19.38,4.28,0.0
20070618:0910,650.51,352.99,331.4,14.3,55.17,20.68,4.62,0.0
20070618:1010,720.02,404.66,362.04,15.62,62.14,21.66,4.48,0.0
20070618:1110,477.32,96.65,410.58,11.24,65.13,22.48,4.34,0.0
20070618:1210,825.72,630.99,264.43,17.68,62.73,23.11,4.14,0.0
20070618:1310,686.94,428.28,312.39,15.12,56.1,23.7,3.72,0.0
20070618:1410,530.53,266.98,302.88,12.22,47.3,23.73,3.03,0.0
20070618:1510,419.32,228.67,224.44,10.34,37.58,23.89,2.69,0.0
20070618:1610,260.17,157.63,140.42,7.95,27.61,23.74,2.0,0.0
20070618:1710,98.42,13.35,111.85,3.61,17.8,23.35,1.31,0.0
20070618:1810,30.92,0.0,46.77,1.17,8.47,22.32,0.83,0.0
20070618:1910,0.0,0.0,0.0,0.0,0.0,22.23,0.34,0.0
20070618:2010,0.0,0.0,0.0,0.0,0.0,21.55,0.21,0.0
20070618:2110,0.0,0.0,0.0,0.0,0.0,20.75,0.41,0.0
20070618:2210,0.0,0.0,0.0,0.0,0.0,19.92,0.62,0.0
20070618:2310,0.0,0.0,0.0,0.0,0.0,18.05,1.03,0.0
20070619:0010,0.0,0.0,0.0,0.0,0.0,16.73,1.17,0.0
20070619:0110,0.0,0.0,0.0,0.0,0.0,15.87,1.24,0.0
20070619:0210,0.0,0.0,0.0,0.0,0.0,15.31,1.17,0.0
20070619:0310,0.0,0.0,0.0,0.0,0.0,15.23,0.97,0.0
20070619:0410,4.97,0.0,14.2,0.36,7.42,15.29,0.83,0.0
20070619:0510,55.52,20.23,64.18,4.7,16.67,16.45,0.21,0.0
20070619:0610,208.94,64.46,173.47,6.31,26.44,19.05,0.07,0.0
20070619:0710,289.67,60.53,254.29,7.4,36.41,20.32,0.69,0.0
20070619:0810,281.97,23.91,284.58,7.15,46.19,21.86,0.62,0.0
20070619:0910,752.26,690.34,161.93,17.42,55.15,23.31,0.62,0.0
20070619:1010,823.99,779.41,176.22,18.91,62.14,24.45,0.62,0.0
20070619:1110,860.36,852.44,161.27,19.79,65.15,25.21,0.55,0.0
20070619:1210,835.98,814.79,165.94,19.23,62.76,25.51,0.55,0.0
20070619:1310,763.14,715.46,165.12,17.66,56.15,25.98,0.62,0.0
20070619:1410,652.24,590.51,144.62,15.45,47.34,25.82,0.69,0.0
20070619:1510,483.93,410.79,126.75,12.37,37.62,26.19,1.03,0.0
20070619:1610,271.81,215.13,103.55,8.79,27.66,26.17,1.45,0.0
20070619:1710,74.81,51.44,67.18,5.22,17.84,25.65,1.66,0.0
20070619:1810,26.98,0.0,42.59,1.07,8.51,24.36,1.72,0.0
20070619:1910,0.0,0.0,0.0,0.0,0.0,22.77,2.28,0.0
20070619:2010,0.0,0.0,0.0,0.0,0.0,21.32,2.41,0.0
20070619:2110,0.0,0.0,0.0,0.0,0.0,20.26,2.41,0.0
20070619:2210,0.0,0.0,0.0,0.0,0.0,19.5,2.48,0.0
20070619:2310,0.0,0.0,0.0,0.0,0.0,18.93,2.48,0.0
20070620:0010,0.0,0.0,0.0,0.0,0.0,18.44,2.48,0.0
20070620:0110,0.0,0.0,0.0,0.0,0.0,17.95,2.28,0.0
20070620:0210,0.0,0.0,0.0,0.0,0.0,17.36,2.07,0.0
20070620:0310,0.0,0.0,0.0,0.0,0.0,16.81,1.93,0.0
20070620:0410,22.95,0.0,36.75,0.92,7.4,16.44,1.66,0.0
20070620:0510,52.09,20.66,60.56,4.72,16.65,16.99,0.83,0.0
20070620:0610,219.69,103.07,150.9,7.13,26.41,19.41,0.14,0.0
20070620:0710,432.97,335.14,139.49,11.51,36.38,21.93,0.55,0.0
20070620:0810,607.94,502.87,165.77,14.53,46.16,23.69,1.1,0.0
20070620:0910,734.3,642.06,184.89,16.92,55.13,25.2,1.24,0.0
20070620:1010,824.01,772.88,176.08,18.79,62.13,26.63,1.38,0.0
20070620:1110,845.37,823.32,172.6,19.46,65.16,27.8,0.97,0.0
20070620:1210,813.15,786.91,177.2,18.91,62.79,28.43,0.62,0.0
20070620:1310,742.61,699.77,170.1,17.45,56.18,28.92,0.55,0.0
20070620:1410,632.1,570.71,151.5,15.18,47.38,29.08,0.76,0.0
20070620:1510,469.57,391.18,135.36,12.1,37.67,29.01,1.38,0.0
20070620:1610,265.46,203.86,110.1,8.6,27.7,28.54,1.66,0.0
20070620:1710,43.17,0.0,61.72,1.45,17.89,27.57,1.24,0.0
20070620:1810,0.79,0.0,7.52,0.19,8.55,26.52,0.07,0.0
20070620:1910,0.0,0.0,0.0,0.0,0.0,25.13,0.55,0.0
20070620:2010,0.0,0.0,0.0,0.0,0.0,23.35,0.97,0.0
20070620:2110,0.0,0.0,0.0,0.0,0.0,22.18,1.59,0.0
20070620:2210,0.0,0.0,0.0,0.0,0.0,21.38,1.79,0.0
20070620:2310,0.0,0.0,0.0,0.0,0.0,20.49,1.66,0.0
20070621:0010,0.0,0.0,0.0,0.0,0.0,19.36,1.45,0.0
20070621:0110,0.0,0.0,0.0,0.0,0.0,18.85,1.03,0.0
20070621:0210,0.0,0.0,0.0,0.0,0.0,18.37,1.03,0.0
20070621:0310,0.0,0.0,0.0,0.0,0.0,17.92,0.97,0.0
20070621:0410,7.84,0.0,18.37,0.46,7.37,17.58,0.97,0.0
20070621:0510,84.7,3.28,101.6,2.94,16.62,18.83,1.38,0.0
20070621:0610,52.53,0.0,69.77,1.64,26.38,19.82,1.93,0.0
20070621:0710,330.76,108.27,248.18,8.41,36.35,19.93,1.17,0.0
20070621:0810,160.37,0.0,181.59,4.26,46.13,20.65,0.34,0.0
20070621:0910,265.95,8.18,283.36,6.79,55.11,22.07,0.97,0.0
20070621:1010,220.67,0.0,244.21,5.72,62.11,22.5,1.66,0.0
20070621:1110,393.54,46.15,378.22,9.65,65.16,22.42,2.07,0.0
20070621:1210,308.81,12.83,321.5,7.76,62.81,22.37,2.41,0.0
20070621:1310,182.45,0.0,203.06,4.76,56.22,21.67,3.52,0.0
20070621:1410,464.75,158.83,326.29,10.65,47.42,19.77,4.69,0.0
20070621:1510,425.99,211.83,230.37,10.09,37.71,17.99,5.03,0.0
20070621:1610,93.75,0.0,110.92,2.6,27.74,17.23,4.41,0.0
20070621:1710,79.91,49.44,69.72,5.1,17.92,17.37,3.93,0.0
20070621:1810,28.01,0.0,42.59,1.07,8.59,17.55,3.93,0.0
20070621:1910,0.0,0.0,0.0,0.0,0.0,18.01,2.97,0.0
20070621:2010,0.0,0.0,0.0,0.0,0.0,17.46,2.9,0.0
20070621:2110,0.0,0.0,0.0,0.0,0.0,16.76,2.55,0.0
20070621:2210,0.0,0.0,0.0,0.0,0.0,16.21,2.48,0.0
20070621:2310,0.0,0.0,0.0,0.0,0.0,15.65,2.34,0.0
20070622:0010,0.0,0.0,0.0,0.0,0.0,15.23,2.14,0.0
20070622:0110,0.0,0.0,0.0,0.0,0.0,14.7,1.66,0.0
20070622:0210,0.0,0.0,0.0,0.0,0.0,13.73,1.1,0.0
20070622:0310,0.0,0.0,0.0,0.0,0.0,14.27,0.62,0.0
20070622:0410,1.36,0.0,8.35,0.21,7.34,14.13,0.48,0.0
20070622:0510,37.75,0.0,52.78,1.24,16.58,14.15,0.28,0.0
20070622:0610,194.61,37.35,178.53,5.49,26.35,15.79,1.1,0.0
20070622:0710,355.08,127.5,246.18,8.83,36.31,16.59,2.21,0.0
20070622:0810,145.35,0.0,162.81,3.82,46.1,17.15,2.07,0.0
20070622:0910,232.59,2.04,248.83,5.87,55.08,18.21,2.28,0.0
20070622:1010,54.56,0.0,71.56,1.68,62.09,18.62,2.14,0.0
20070622:1110,57.32,0.0,74.25,1.74,65.16,18.07,2.69,0.0
20070622:1210,123.17,0.0,139.55,3.27,62.83,15.69,3.17,0.0
20070622:1310,156.66,0.0,172.64,4.05,56.24,15.49,2.48,0.0
20070622:1410,331.7,40.71,306.15,7.95,47.45,15.63,2.21,0.0
20070622:1510,80.45,0.0,97.5,2.29,37.74,16.59,2.21,0.0
20070622:1610,58.48,0.0,75.14,1.76,27.77,16.95,2.28,0.0
20070622:1710,55.84,0.0,72.46,1.7,17.96,17.17,2.34,0.0
20070622:1810,23.63,0.0,37.58,0.94,8.62,16.98,2.48,0.0
20070622:1910,0.0,0.0,0.0,0.0,0.0,16.31,1.72,0.0
20070622:2010,0.0,0.0,0.0,0.0,0.0,15.19,2.07,0.0
20070622:2110,0.0,0.0,0.0,0.0,0.0,14.76,2.0,0.0
20070622:2210,0.0,0.0,0.0,0.0,0.0,14.17,2.14,0.0
20070622:2310,0.0,0.0,0.0,0.0,0.0,13.83,2.14,0.0
20070623:0010,0.0,0.0,0.0,0.0,0.0,13.3,2.28,0.0
20070623:0110,0.0,0.0,0.0,0.0,0.0,12.99,2.41,0.0
20070623:0210,0.0,0.0,0.0,0.0,0.0,12.88,2.62,0.0
20070623:0310,0.0,0.0,0.0,0.0,0.0,12.75,2.69,0.0
20070623:0410,8.72,0.0,19.21,0.48,7.3,12.75,2.76,0.0
20070623:0510,83.22,9.22,95.37,3.86,16.54,13.6,3.03,0.0
20070623:0610,236.97,175.89,96.49,8.39,26.31,14.82,2.97,0.0
20070623:0710,318.28,75.46,256.75,7.82,36.27,16.16,4.48,0.0
20070623:0810,432.56,120.35,325.42,10.02,46.06,16.94,5.03,0.0
20070623:0910,517.62,153.29,380.57,11.68,55.04,17.83,5.52,0.0
20070623:1010,110.25,0.0,127.92,3.0,62.07,18.5,5.66,0.0
20070623:1110,573.93,167.46,428.35,12.83,65.15,19.14,5.93,0.0
20070623:1210,727.08,374.29,384.95,15.47,62.84,19.43,5.86,0.0
20070623:1310,823.63,657.24,203.76,17.28,56.26,19.62,6.0,0.0
20070623:1410,628.54,394.36,257.86,13.78,47.48,19.68,5.66,0.0
20070623:1510,480.64,311.82,190.03,11.45,37.77,19.64,5.1,0.0
20070623:1610,289.66,216.16,106.39,8.85,27.8,19.26,5.38,0.0
20070623:1710,80.28,53.43,68.12,5.28,17.98,18.64,4.41,0.0
20070623:1810,27.22,0.0,41.76,1.05,8.64,17.86,3.66,0.0
20070623:1910,0.0,0.0,0.0,0.0,0.0,17.04,2.55,0.0
20070623:2010,0.0,0.0,0.0,0.0,0.0,15.88,1.93,0.0
20070623:2110,0.0,0.0,0.0,0.0,0.0,15.19,1.79,0.0
20070623:2210,0.0,0.0,0.0,0.0,0.0,14.59,1.79,0.0
20070623:2310,0.0,0.0,0.0,0.0,0.0,13.94,1.93,0.0
20070624:0010,0.0,0.0,0.0,0.0,0.0,13.5,1.86,0.0
20070624:0110,0.0,0.0,0.0,0.0,0.0,13.24,1.72,0.0
20070624:0210,0.0,0.0,0.0,0.0,0.0,13.09,1.59,0.0
20070624:0310,0.0,0.0,0.0,0.0,0.0,12.75,1.45,0.0
20070624:0410,15.46,0.0,27.56,0.69,7.26,12.43,1.1,0.0
20070624:0510,69.38,13.56,80.15,4.28,16.5,13.56,0.41,0.0
20070624:0610,231.21,176.89,93.86,8.37,26.26,15.42,0.14,0.0
20070624:0710,450.7,358.7,125.25,11.81,36.23,16.78,0.28,0.0
20070624:0810,634.49,545.36,143.3,14.99,46.01,18.08,0.34,0.0
20070624:0910,741.79,622.39,198.89,16.82,55.0,19.19,0.55,0.0
20070624:1010,843.11,768.59,180.26,18.79,62.03,20.04,0.9,0.0
20070624:1110,884.38,830.99,172.76,19.61,65.13,20.87,1.1,0.0
20070624:1210,847.45,784.05,181.46,18.93,62.84,21.9,0.9,0.0
20070624:1310,781.15,708.67,169.27,17.59,56.28,22.62,1.03,0.0
20070624:1410,658.41,570.45,156.67,15.26,47.5,22.9,0.97,0.0
20070624:1510,490.4,403.78,132.68,12.31,37.79,23.19,1.03,0.0
20070624:1610,275.44,201.33,115.72,8.62,27.82,23.19,1.24,0.0
20070624:1710,95.62,32.46,97.75,4.57,18.01,22.84,1.38,0.0
20070624:1810,32.52,0.0,48.44,1.22,8.66,21.78,1.45,0.0
20070624:1910,0.0,0.0,0.0,0.0,0.0,20.95,1.45,0.0
20070624:2010,0.0,0.0,0.0,0.0,0.0,19.57,1.93,0.0
20070624:2110,0.0,0.0,0.0,0.0,0.0,18.7,2.0,0.0
20070624:2210,0.0,0.0,0.0,0.0,0.0,18.17,1.93,0.0
20070624:2310,0.0,0.0,0.0,0.0,0.0,17.48,1.66,0.0
20070625:0010,0.0,0.0,0.0,0.0,0.0,16.96,1.38,0.0
20070625:0110,0.0,0.0,0.0,0.0,0.0,16.55,1.59,0.0
20070625:0210,0.0,0.0,0.0,0.0,0.0,16.57,1.86,0.0
20070625:0310,0.0,0.0,0.0,0.0,0.0,16.69,1.93,0.0
20070625:0410,23.68,0.0,37.58,0.94,7.21,16.47,1.72,0.0
20070625:0510,50.22,18.57,59.51,4.65,16.45,16.88,0.97,0.0
20070625:0610,222.69,168.61,96.01,8.14,26.21,19.12,0.62,0.0
20070625:0710,442.58,348.55,126.24,11.57,36.18,20.6,2.21,0.0
20070625:0810,626.96,525.31,148.1,14.66,45.96,22.2,2.41,0.0
20070625:0910,753.27,664.37,166.69,17.01,54.95,23.76,2.07,0.0
20070625:1010,818.56,740.15,188.18,18.39,61.99,25.2,1.66,0.0
20070625:1110,822.19,734.55,218.61,18.66,65.11,26.43,1.1,0.0
20070625:1210,259.13,4.28,286.63,6.79,62.83,26.61,0.83,0.0
20070625:1310,525.67,204.95,376.42,12.41,56.29,25.08,1.03,0.0
20070625:1410,342.22,60.66,317.14,8.58,47.52,25.8,1.1,0.0
20070625:1510,389.41,185.41,243.34,9.77,37.81,25.96,1.52,0.0
20070625:1610,267.31,192.26,118.72,8.41,27.84,24.77,0.69,0.0
20070625:1710,89.18,4.08,105.99,2.77,18.02,21.34,3.38,0.0
20070625:1810,30.8,0.0,45.93,1.15,8.68,18.96,4.0,0.0
20070625:1910,0.0,0.0,0.0,0.0,0.0,18.6,3.31,0.0
20070625:2010,0.0,0.0,0.0,0.0,0.0,16.3,4.62,0.0
20070625:2110,0.0,0.0,0.0,0.0,0.0,14.56,4.21,0.0
20070625:2210,0.0,0.0,0.0,0.0,0.0,13.84,3.72,0.0
20070625:2310,0.0,0.0,0.0,0.0,0.0,12.71,4.21,0.0
20070626:0010,0.0,0.0,0.0,0.0,0.0,11.75,3.79,0.0
20070626:0110,0.0,0.0,0.0,0.0,0.0,11.16,3.59,0.0
20070626:0210,0.0,0.0,0.0,0.0,0.0,10.91,3.52,0.0
