Latitude (decimal degrees):	0.317
Longitude (decimal degrees):	32.593
Elevation (m):	1151
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. (optimum)
Azimuth: -109667705 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050808:1906,0.0,0.0,0.0,20.22,1.24,0.0
20050808:2006,0.0,0.0,0.0,19.25,1.38,0.0
20050808:2106,0.0,0.0,0.0,18.33,1.93,0.0
20050808:2206,0.0,0.0,0.0,18.48,2.34,0.0
20050808:2306,0.0,0.0,0.0,18.74,2.55,0.0
20050809:0006,0.0,0.0,0.0,18.78,2.62,0.0
20050809:0106,0.0,0.0,0.0,18.74,2.48,0.0
20050809:0206,0.0,0.0,0.0,18.56,2.34,0.0
20050809:0306,0.0,0.0,0.0,18.24,2.07,0.0
20050809:0406,0.0,0.0,0.0,17.94,1.86,0.0
20050809:0506,36.95,61.0,17.13,18.53,1.52,0.0
20050809:0606,307.4,389.98,31.44,19.93,1.79,0.0
20050809:0706,469.72,599.98,45.5,22.12,1.31,0.0
20050809:0806,610.4,800.97,58.91,23.28,1.17,0.0
20050809:0906,663.17,890.97,70.26,23.85,0.9,0.0
20050809:1006,712.68,971.96,74.17,23.57,0.69,0.0
20050809:1106,668.14,912.96,66.56,24.75,0.55,0.0
20050809:1206,574.89,772.97,54.14,25.17,0.55,0.0
20050809:1306,528.87,702.95,40.41,25.33,0.69,0.0
20050809:1406,358.7,477.95,26.23,24.98,1.1,0.0
20050809:1506,148.46,231.96,11.87,24.02,1.24,0.0
20050809:1606,0.0,0.0,-2.55,23.05,1.66,0.0
20050809:1706,0.0,0.0,0.0,21.95,1.72,0.0
20050809:1806,0.0,0.0,0.0,21.15,1.66,0.0
20050809:1906,0.0,0.0,0.0,20.39,1.86,0.0
20050809:2006,0.0,0.0,0.0,20.08,2.14,0.0
20050809:2106,0.0,0.0,0.0,19.84,2.41,0.0
20050809:2206,0.0,0.0,0.0,19.62,2.55,0.0
20050809:2306,0.0,0.0,0.0,19.42,2.83,0.0
20050810:0006,0.0,0.0,0.0,19.21,3.1,0.0
20050810:0106,0.0,0.0,0.0,19.09,3.24,0.0
20050810:0206,0.0,0.0,0.0,18.9,3.17,0.0
20050810:0306,0.0,0.0,0.0,18.69,3.03,0.0
20050810:0406,0.0,0.0,0.0,18.62,2.83,0.0
20050810:0506,78.65,117.0,17.19,19.25,2.28,0.0
20050810:0606,282.77,360.99,31.52,20.8,1.86,0.0
20050810:0706,469.0,601.98,45.61,22.36,1.03,0.0
20050810:0806,594.29,793.97,59.08,23.42,0.28,0.0
20050810:0906,631.95,837.98,70.51,23.69,1.31,0.0
20050810:1006,711.39,935.97,74.45,23.33,2.34,0.0
20050810:1106,444.92,573.99,66.72,22.76,2.07,0.0
20050810:1206,236.03,308.0,54.22,22.93,1.86,0.0
20050810:1306,37.03,62.0,40.44,23.22,2.21,0.0
20050810:1406,22.79,43.0,26.24,23.36,1.79,0.0
20050810:1506,7.82,21.0,11.85,23.07,1.66,0.0
20050810:1606,0.0,0.0,-2.59,22.36,1.86,0.0
20050810:1706,0.0,0.0,0.0,21.61,2.0,0.0
20050810:1806,0.0,0.0,0.0,21.22,2.0,0.0
20050810:1906,0.0,0.0,0.0,20.52,1.38,0.0
20050810:2006,0.0,0.0,0.0,20.04,1.38,0.0
20050810:2106,0.0,0.0,0.0,19.64,1.86,0.0
20050810:2206,0.0,0.0,0.0,19.54,2.07,0.0
20050810:2306,0.0,0.0,0.0,19.43,2.14,0.0
20050811:0006,0.0,0.0,0.0,19.22,2.14,0.0
20050811:0106,0.0,0.0,0.0,19.04,2.07,0.0
20050811:0206,0.0,0.0,0.0,18.72,1.86,0.0
20050811:0306,0.0,0.0,0.0,18.43,1.31,0.0
20050811:0406,0.0,0.0,0.0,18.02,1.31,0.0
20050811:0506,3.84,14.0,17.25,19.25,1.24,0.0
20050811:0606,86.31,123.0,31.61,20.91,1.24,0.0
20050811:0706,327.03,419.99,45.73,22.62,1.52,0.0
20050811:0806,331.6,431.0,59.24,23.73,1.31,0.0
20050811:0906,566.66,734.98,70.76,23.59,2.41,0.0
20050811:1006,608.12,778.98,74.73,21.89,3.24,0.0
20050811:1106,644.12,833.97,66.87,21.96,2.48,0.0
20050811:1206,505.39,645.98,54.29,21.95,2.55,0.0
20050811:1306,62.4,94.0,40.47,22.49,2.55,0.0
20050811:1406,258.11,335.99,26.24,22.73,2.34,0.0
20050811:1506,38.71,64.0,11.83,22.44,1.93,0.0
20050811:1606,0.0,0.0,-2.63,21.71,2.34,0.0
20050811:1706,0.0,0.0,0.0,21.03,1.66,0.0
20050811:1806,0.0,0.0,0.0,21.18,0.34,0.0
20050811:1906,0.0,0.0,0.0,19.0,1.93,0.0
20050811:2006,0.0,0.0,0.0,18.4,1.79,0.0
20050811:2106,0.0,0.0,0.0,18.15,1.59,0.0
20050811:2206,0.0,0.0,0.0,18.03,1.45,0.0
20050811:2306,0.0,0.0,0.0,18.27,1.66,0.0
20050812:0006,0.0,0.0,0.0,18.77,1.79,0.0
20050812:0106,0.0,0.0,0.0,18.87,1.86,0.0
20050812:0206,0.0,0.0,0.0,18.69,1.72,0.0
20050812:0306,0.0,0.0,0.0,18.67,1.52,0.0
20050812:0406,0.0,0.0,0.0,18.54,1.24,0.0
20050812:0506,26.24,47.0,17.31,19.32,0.83,0.0
20050812:0606,190.78,250.0,31.69,21.06,1.17,0.0
20050812:0706,332.59,427.99,45.85,23.12,1.52,0.0
20050812:0806,450.54,586.99,59.41,24.17,1.31,0.0
20050812:0906,133.08,183.0,71.01,24.77,1.31,0.0
20050812:1006,86.23,125.0,75.02,25.19,1.93,0.0
20050812:1106,55.3,86.0,67.03,25.02,2.76,0.0
20050812:1206,316.8,406.0,54.36,22.64,3.03,0.0
20050812:1306,427.02,544.98,40.5,22.4,2.41,0.0
20050812:1406,305.34,395.97,26.23,22.87,2.83,0.0
20050812:1506,129.78,192.98,11.81,22.77,1.72,0.0
20050812:1606,0.0,0.0,-2.68,22.19,1.86,0.0
20050812:1706,0.0,0.0,0.0,21.53,1.72,0.0
20050812:1806,0.0,0.0,0.0,20.65,1.66,0.0
20050812:1906,0.0,0.0,0.0,19.75,1.59,0.0
20050812:2006,0.0,0.0,0.0,19.24,1.52,0.0
20050812:2106,0.0,0.0,0.0,18.49,2.07,0.0
20050812:2206,0.0,0.0,0.0,18.29,2.14,0.0
20050812:2306,0.0,0.0,0.0,18.33,2.21,0.0
20050813:0006,0.0,0.0,0.0,18.45,2.21,0.0
20050813:0106,0.0,0.0,0.0,18.66,2.0,0.0
20050813:0206,0.0,0.0,0.0,18.62,2.0,0.0
20050813:0306,0.0,0.0,0.0,18.67,2.14,0.0
20050813:0406,0.0,0.0,0.0,18.48,1.93,0.0
20050813:0506,56.59,87.0,17.38,19.27,1.31,0.0
20050813:0606,176.05,232.0,31.78,20.85,1.03,0.0
20050813:0706,124.04,170.0,45.97,21.43,0.14,0.0
20050813:0806,215.69,283.0,59.58,22.11,0.9,0.0
20050813:0906,219.42,288.0,71.27,22.35,0.97,0.0
20050813:1006,88.49,127.0,75.31,23.2,0.9,0.0
20050813:1106,113.32,158.0,67.18,23.95,1.24,0.0
20050813:1206,337.73,439.0,54.43,24.15,1.72,0.0
20050813:1306,467.84,605.97,40.53,24.36,1.93,0.0
20050813:1406,314.81,411.97,26.23,23.18,1.66,0.0
20050813:1506,139.54,211.97,11.78,22.71,1.31,0.0
20050813:1606,0.0,0.0,-2.72,22.08,0.69,0.0
20050813:1706,0.0,0.0,0.0,20.91,0.83,0.0
20050813:1806,0.0,0.0,0.0,21.3,0.62,0.0
20050813:1906,0.0,0.0,0.0,20.5,0.9,0.0
20050813:2006,0.0,0.0,0.0,20.05,0.97,0.0
20050813:2106,0.0,0.0,0.0,18.69,1.31,0.0
20050813:2206,0.0,0.0,0.0,17.88,1.72,0.0
20050813:2306,0.0,0.0,0.0,18.0,2.0,0.0
20050814:0006,0.0,0.0,0.0,18.13,2.07,0.0
20050814:0106,0.0,0.0,0.0,18.24,2.14,0.0
20050814:0206,0.0,0.0,0.0,18.14,2.21,0.0
20050814:0306,0.0,0.0,0.0,18.0,2.14,0.0
20050814:0406,0.0,0.0,0.0,17.88,1.86,0.0
20050814:0506,81.86,121.0,17.44,18.75,1.24,0.0
20050814:0606,255.04,327.99,31.88,20.46,1.03,0.0
20050814:0706,460.52,588.98,46.09,22.12,1.24,0.0
20050814:0806,572.37,754.98,59.75,23.06,0.69,0.0
20050814:0906,655.12,870.98,71.53,23.59,1.31,0.0
20050814:1006,581.54,751.99,75.6,23.15,2.83,0.0
20050814:1106,566.36,728.98,67.33,22.01,2.55,0.0
20050814:1206,339.68,435.0,54.5,21.89,2.28,0.0
20050814:1306,97.2,137.0,40.55,22.4,1.79,0.0
20050814:1406,375.2,494.95,26.22,22.46,1.03,0.0
20050814:1506,154.11,243.95,11.75,22.31,1.24,0.0
20050814:1606,0.0,0.0,-2.77,21.69,1.45,0.0
20050814:1706,0.0,0.0,0.0,20.95,1.52,0.0
20050814:1806,0.0,0.0,0.0,20.06,1.66,0.0
20050814:1906,0.0,0.0,0.0,19.34,1.59,0.0
20050814:2006,0.0,0.0,0.0,18.83,1.79,0.0
20050814:2106,0.0,0.0,0.0,18.57,1.72,0.0
20050814:2206,0.0,0.0,0.0,18.72,1.66,0.0
20050814:2306,0.0,0.0,0.0,18.43,1.52,0.0
20050815:0006,0.0,0.0,0.0,18.55,1.17,0.0
20050815:0106,0.0,0.0,0.0,18.8,0.9,0.0
20050815:0206,0.0,0.0,0.0,17.96,1.86,0.0
20050815:0306,0.0,0.0,0.0,17.64,1.52,0.0
20050815:0406,0.0,0.0,0.0,18.5,0.28,0.0
20050815:0506,3.31,13.0,17.52,18.58,1.1,0.0
20050815:0606,16.82,34.0,31.97,18.63,2.0,0.0
20050815:0706,32.39,55.0,46.22,19.09,2.14,0.0
20050815:0806,92.76,130.0,59.93,19.84,2.34,0.0
20050815:0906,215.41,280.0,71.79,21.25,2.07,0.0
20050815:1006,637.91,844.98,75.89,22.4,1.24,0.0
20050815:1106,485.0,641.99,67.47,23.42,0.55,0.0
20050815:1206,447.12,593.99,54.56,24.26,0.21,0.0
20050815:1306,529.43,700.96,40.57,24.05,0.55,0.0
20050815:1406,316.92,411.97,26.21,22.48,2.14,0.0
20050815:1506,140.59,211.97,11.72,21.31,1.79,0.0
20050815:1606,0.0,0.0,-2.83,20.87,1.17,0.0
20050815:1706,0.0,0.0,0.0,20.27,1.45,0.0
20050815:1806,0.0,0.0,0.0,19.63,2.0,0.0
20050815:1906,0.0,0.0,0.0,19.23,2.41,0.0
20050815:2006,0.0,0.0,0.0,19.29,2.76,0.0
20050815:2106,0.0,0.0,0.0,19.29,2.9,0.0
20050815:2206,0.0,0.0,0.0,19.25,3.03,0.0
20050815:2306,0.0,0.0,0.0,19.11,2.76,0.0
20050816:0006,0.0,0.0,0.0,18.73,2.69,0.0
20050816:0106,0.0,0.0,0.0,18.27,2.83,0.0
20050816:0206,0.0,0.0,0.0,17.98,2.76,0.0
20050816:0306,0.0,0.0,0.0,17.71,2.55,0.0
20050816:0406,0.0,0.0,0.0,17.57,2.21,0.0
20050816:0506,72.15,107.0,17.59,18.18,1.79,0.0
20050816:0606,236.75,302.99,32.07,19.52,1.72,0.0
20050816:0706,410.39,522.99,46.35,21.13,1.17,0.0
20050816:0806,597.4,779.98,60.11,22.12,1.1,0.0
20050816:0906,546.99,722.99,72.06,23.29,0.9,0.0
20050816:1006,415.49,547.0,76.18,23.65,0.62,0.0
20050816:1106,264.83,347.0,67.62,23.26,0.83,0.0
20050816:1206,409.79,538.99,54.62,23.32,0.34,0.0
20050816:1306,519.29,678.96,40.58,22.76,0.83,0.0
20050816:1406,341.52,448.97,26.2,21.92,0.69,0.0
20050816:1506,147.37,229.96,11.68,21.63,0.14,0.0
20050816:1606,0.0,0.0,-2.88,21.21,0.83,0.0
20050816:1706,0.0,0.0,0.0,20.35,1.31,0.0
20050816:1806,0.0,0.0,0.0,19.62,1.38,0.0
20050816:1906,0.0,0.0,0.0,19.0,1.38,0.0
20050816:2006,0.0,0.0,0.0,19.08,1.86,0.0
20050816:2106,0.0,0.0,0.0,19.03,2.0,0.0
20050816:2206,0.0,0.0,0.0,18.62,2.07,0.0
20050816:2306,0.0,0.0,0.0,18.07,2.0,0.0
20050817:0006,0.0,0.0,0.0,18.09,2.21,0.0
20050817:0106,0.0,0.0,0.0,17.91,2.41,0.0
20050817:0206,0.0,0.0,0.0,17.93,2.55,0.0
20050817:0306,0.0,0.0,0.0,17.85,2.62,0.0
20050817:0406,0.0,0.0,0.0,17.81,2.0,0.0
20050817:0506,3.87,14.0,17.66,18.13,2.41,0.0
20050817:0606,302.42,379.99,32.16,19.17,2.76,0.0
20050817:0706,485.61,607.98,46.47,21.11,2.9,0.0
20050817:0806,561.0,716.98,60.28,22.26,2.55,0.0
20050817:0906,641.92,835.98,72.33,23.42,2.48,0.0
20050817:1006,738.42,981.97,76.48,23.75,2.07,0.0
20050817:1106,531.63,695.99,67.76,23.81,1.72,0.0
20050817:1206,271.47,353.0,54.68,23.37,1.86,0.0
20050817:1306,84.11,121.0,40.59,22.77,2.41,0.0
20050817:1406,34.22,58.0,26.18,21.7,1.52,0.0
20050817:1506,62.94,95.0,11.64,21.3,0.41,0.0
20050817:1606,0.0,0.0,-2.94,20.92,0.55,0.0
20050817:1706,0.0,0.0,0.0,19.71,0.97,0.0
20050817:1806,0.0,0.0,0.0,20.37,0.07,0.0
20050817:1906,0.0,0.0,0.0,20.21,0.62,0.0
20050817:2006,0.0,0.0,0.0,19.25,0.9,0.0
20050817:2106,0.0,0.0,0.0,18.39,1.86,0.0
20050817:2206,0.0,0.0,0.0,18.11,1.93,0.0
20050817:2306,0.0,0.0,0.0,17.73,1.03,0.0
20050818:0006,0.0,0.0,0.0,17.58,1.52,0.0
20050818:0106,0.0,0.0,0.0,17.53,1.66,0.0
20050818:0206,0.0,0.0,0.0,17.62,1.79,0.0
20050818:0306,0.0,0.0,0.0,17.46,1.79,0.0
20050818:0406,0.0,0.0,0.0,17.36,1.72,0.0
20050818:0506,102.54,148.99,17.74,17.72,1.86,0.0
20050818:0606,320.32,403.99,32.26,18.92,1.59,0.0
20050818:0706,505.08,639.98,46.61,20.41,1.38,0.0
20050818:0806,636.44,828.98,60.46,21.89,1.38,0.0
20050818:0906,719.11,959.97,72.6,22.26,1.17,0.0
20050818:1006,772.17,1026.97,76.78,21.25,1.59,0.0
20050818:1106,730.7,980.97,67.89,21.28,0.9,0.0
20050818:1206,656.62,872.96,54.73,21.28,0.62,0.0
20050818:1306,545.55,706.96,40.6,21.68,1.17,0.0
20050818:1406,350.56,456.96,26.16,21.38,1.38,0.0
20050818:1506,132.11,196.98,11.6,21.22,1.24,0.0
20050818:1606,0.0,0.0,-3.0,20.45,1.79,0.0
20050818:1706,0.0,0.0,0.0,20.11,1.31,0.0
20050818:1806,0.0,0.0,0.0,19.43,1.31,0.0
20050818:1906,0.0,0.0,0.0,18.97,1.17,0.0
20050818:2006,0.0,0.0,0.0,18.29,1.45,0.0
20050818:2106,0.0,0.0,0.0,17.84,1.59,0.0
20050818:2206,0.0,0.0,0.0,17.46,1.52,0.0
20050818:2306,0.0,0.0,0.0,17.2,1.24,0.0
20050819:0006,0.0,0.0,0.0,16.96,1.24,0.0
20050819:0106,0.0,0.0,0.0,17.43,1.31,0.0
20050819:0206,0.0,0.0,0.0,17.53,1.72,0.0
20050819:0306,0.0,0.0,0.0,17.4,2.28,0.0
20050819:0406,0.0,0.0,0.0,17.37,2.76,0.0
20050819:0506,24.28,44.0,17.82,17.5,3.1,0.0
20050819:0606,171.87,223.0,32.36,18.45,2.97,0.0
20050819:0706,456.88,571.99,46.74,20.3,2.55,0.0
20050819:0806,612.24,786.98,60.64,22.07,2.21,0.0
20050819:0906,669.29,875.98,72.87,22.94,2.14,0.0
20050819:1006,692.71,920.98,77.08,23.93,1.86,0.0
20050819:1106,681.1,908.97,68.02,24.15,1.59,0.0
20050819:1206,428.28,559.99,54.78,24.08,1.17,0.0
20050819:1306,435.55,567.98,40.61,23.86,1.03,0.0
20050819:1406,204.22,270.0,26.14,23.52,1.72,0.0
20050819:1506,37.18,62.0,11.56,22.0,0.55,0.0
20050819:1606,0.0,0.0,-3.06,21.51,1.1,0.0
20050819:1706,0.0,0.0,0.0,20.78,1.38,0.0
20050819:1806,0.0,0.0,0.0,19.88,1.59,0.0
20050819:1906,0.0,0.0,0.0,19.9,0.83,0.0
20050819:2006,0.0,0.0,0.0,19.09,1.03,0.0
20050819:2106,0.0,0.0,0.0,18.14,1.45,0.0
20050819:2206,0.0,0.0,0.0,17.96,1.72,0.0
20050819:2306,0.0,0.0,0.0,18.14,2.28,0.0
20050820:0006,0.0,0.0,0.0,17.86,2.62,0.0
20050820:0106,0.0,0.0,0.0,17.81,2.97,0.0
20050820:0206,0.0,0.0,0.0,17.59,2.62,0.0
20050820:0306,0.0,0.0,0.0,17.5,2.21,0.0
20050820:0406,0.0,0.0,0.0,17.41,1.79,0.0
20050820:0506,3.33,13.0,17.9,17.85,1.79,0.0
20050820:0606,17.52,35.0,32.47,18.8,1.86,0.0
20050820:0706,61.51,92.0,46.87,20.11,2.41,0.0
20050820:0806,384.74,490.0,60.83,21.03,2.07,0.0
20050820:0906,293.63,379.0,73.15,21.99,1.72,0.0
20050820:1006,354.03,460.0,77.38,22.77,1.17,0.0
20050820:1106,174.59,234.0,68.15,23.34,0.41,0.0
20050820:1206,366.94,476.0,54.82,22.82,1.17,0.0
20050820:1306,142.7,191.0,40.61,20.67,1.93,0.0
20050820:1406,219.48,285.99,26.12,20.45,1.1,0.0
20050820:1506,99.58,143.99,11.51,20.58,1.52,0.0
20050820:1606,0.0,0.0,-3.13,20.37,1.45,0.0
20050820:1706,0.0,0.0,0.0,19.67,1.1,0.0
20050820:1806,0.0,0.0,0.0,18.88,1.72,0.0
20050820:1906,0.0,0.0,0.0,18.89,1.86,0.0
20050820:2006,0.0,0.0,0.0,18.76,1.17,0.0
20050820:2106,0.0,0.0,0.0,19.79,0.55,0.0
20050820:2206,0.0,0.0,0.0,17.69,1.31,0.0
20050820:2306,0.0,0.0,0.0,17.3,1.59,0.0
20050821:0006,0.0,0.0,0.0,17.05,1.72,0.0
20050821:0106,0.0,0.0,0.0,17.19,1.72,0.0
20050821:0206,0.0,0.0,0.0,17.3,1.52,0.0
20050821:0306,0.0,0.0,0.0,17.12,1.52,0.0
20050821:0406,0.0,0.0,0.0,17.04,1.66,0.0
20050821:0506,98.32,142.0,17.98,17.47,1.66,0.0
20050821:0606,289.93,366.99,32.57,19.1,1.59,0.0
20050821:0706,447.33,568.99,47.0,20.52,1.1,0.0
20050821:0806,623.21,830.98,61.01,22.06,0.28,0.0
20050821:0906,613.25,823.98,73.42,23.4,0.55,0.0
20050821:1006,114.01,159.0,77.68,24.17,1.24,0.0
20050821:1106,57.34,88.0,68.28,23.19,1.93,0.0
20050821:1206,49.46,78.0,54.86,23.18,2.21,0.0
20050821:1306,60.79,92.0,40.61,22.48,2.48,0.0
20050821:1406,223.67,292.99,26.09,22.63,1.93,0.0
20050821:1506,85.26,125.0,11.46,22.4,2.0,0.0
20050821:1606,0.0,0.0,-3.2,21.72,1.72,0.0
20050821:1706,0.0,0.0,0.0,20.89,2.07,0.0
20050821:1806,0.0,0.0,0.0,20.04,1.59,0.0
20050821:1906,0.0,0.0,0.0,19.61,1.17,0.0
20050821:2006,0.0,0.0,0.0,20.71,0.69,0.0
20050821:2106,0.0,0.0,0.0,20.54,0.62,0.0
20050821:2206,0.0,0.0,0.0,19.06,1.03,0.0
20050821:2306,0.0,0.0,0.0,17.89,1.31,0.0
20050822:0006,0.0,0.0,0.0,17.37,1.52,0.0
20050822:0106,0.0,0.0,0.0,17.57,1.79,0.0
20050822:0206,0.0,0.0,0.0,17.78,2.28,0.0
20050822:0306,0.0,0.0,0.0,17.81,2.34,0.0
20050822:0406,0.0,0.0,0.0,17.75,2.34,0.0
20050822:0506,103.01,148.99,18.07,18.57,2.14,0.0
20050822:0606,307.42,389.99,32.68,20.51,1.93,0.0
20050822:0706,497.05,634.98,47.14,21.98,1.38,0.0
20050822:0806,633.33,832.98,61.19,22.95,1.17,0.0
20050822:0906,711.95,953.98,73.7,23.8,1.38,0.0
20050822:1006,719.43,963.97,77.98,24.48,1.79,0.0
20050822:1106,641.53,849.98,68.4,24.67,1.93,0.0
20050822:1206,621.62,815.97,54.9,24.6,2.07,0.0
20050822:1306,435.0,560.98,40.61,23.19,1.72,0.0
20050822:1406,364.09,479.96,26.06,23.17,1.38,0.0
20050822:1506,147.43,232.96,11.41,22.73,1.52,0.0
20050822:1606,0.0,0.0,-3.27,22.12,1.52,0.0
20050822:1706,0.0,0.0,0.0,21.0,1.52,0.0
20050822:1806,0.0,0.0,0.0,21.16,0.69,0.0
20050822:1906,0.0,0.0,0.0,19.5,1.45,0.0
20050822:2006,0.0,0.0,0.0,19.03,1.38,0.0
20050822:2106,0.0,0.0,0.0,18.34,1.45,0.0
20050822:2206,0.0,0.0,0.0,17.61,2.0,0.0
20050822:2306,0.0,0.0,0.0,17.62,2.21,0.0
20050823:0006,0.0,0.0,0.0,17.76,2.41,0.0
20050823:0106,0.0,0.0,0.0,17.77,2.41,0.0
20050823:0206,0.0,0.0,0.0,17.7,2.55,0.0
20050823:0306,0.0,0.0,0.0,17.62,2.69,0.0
20050823:0406,0.0,0.0,0.0,17.52,2.76,0.0
20050823:0506,75.61,111.0,18.15,18.48,2.41,0.0
20050823:0606,304.76,385.99,32.79,20.63,2.34,0.0
20050823:0706,493.15,630.98,47.28,22.25,1.38,0.0
20050823:0806,619.61,825.98,61.38,23.57,0.62,0.0
20050823:0906,617.1,832.98,73.98,24.66,0.69,0.0
20050823:1006,137.92,189.0,78.28,25.03,1.66,0.0
20050823:1106,213.15,282.0,68.51,25.12,2.28,0.0
20050823:1206,49.81,79.0,54.93,24.99,2.62,0.0
20050823:1306,75.42,111.0,40.6,24.45,3.03,0.0
20050823:1406,334.99,435.97,26.03,23.14,2.69,0.0
20050823:1506,88.56,130.0,11.36,22.98,2.69,0.0
20050823:1606,0.0,0.0,-3.34,21.99,2.62,0.0
20050823:1706,0.0,0.0,0.0,21.44,2.55,0.0
20050823:1806,0.0,0.0,0.0,21.15,2.21,0.0
20050823:1906,0.0,0.0,0.0,20.5,1.59,0.0
20050823:2006,0.0,0.0,0.0,19.86,1.52,0.0
20050823:2106,0.0,0.0,0.0,19.57,1.31,0.0
20050823:2206,0.0,0.0,0.0,18.71,1.66,0.0
20050823:2306,0.0,0.0,0.0,18.23,2.0,0.0
20050824:0006,0.0,0.0,0.0,18.26,2.21,0.0
20050824:0106,0.0,0.0,0.0,18.37,2.48,0.0
20050824:0206,0.0,0.0,0.0,18.18,2.83,0.0
20050824:0306,0.0,0.0,0.0,17.99,2.9,0.0
20050824:0406,0.0,0.0,0.0,17.81,2.48,0.0
20050824:0506,16.11,33.0,18.24,18.7,2.34,0.0
20050824:0606,262.37,333.99,32.89,20.38,2.41,0.0
20050824:0706,499.98,632.99,47.41,21.83,2.14,0.0
20050824:0806,640.44,837.98,61.56,23.18,1.59,0.0
20050824:0906,723.21,983.98,74.27,24.48,0.97,0.0
20050824:1006,748.89,1038.97,78.59,25.44,0.76,0.0
20050824:1106,748.43,1019.97,68.62,25.75,1.45,0.0
20050824:1206,675.53,888.97,54.96,25.37,2.48,0.0
20050824:1306,560.45,717.96,40.59,24.08,3.24,0.0
20050824:1406,367.86,479.96,25.99,23.86,3.31,0.0
20050824:1506,146.65,231.96,11.3,23.24,2.83,0.0
20050824:1606,0.0,0.0,-3.41,22.36,2.83,0.0
20050824:1706,0.0,0.0,0.0,21.68,2.34,0.0
20050824:1806,0.0,0.0,0.0,21.26,2.14,0.0
20050824:1906,0.0,0.0,0.0,20.86,1.93,0.0
20050824:2006,0.0,0.0,0.0,20.02,1.31,0.0
20050824:2106,0.0,0.0,0.0,18.88,1.66,0.0
20050824:2206,0.0,0.0,0.0,18.14,2.14,0.0
20050824:2306,0.0,0.0,0.0,18.24,2.34,0.0
20050825:0006,0.0,0.0,0.0,18.55,2.28,0.0
20050825:0106,0.0,0.0,0.0,18.49,2.28,0.0
20050825:0206,0.0,0.0,0.0,18.31,2.14,0.0
20050825:0306,0.0,0.0,0.0,17.99,2.28,0.0
20050825:0406,0.0,0.0,0.0,17.85,2.21,0.0
20050825:0506,51.72,80.0,18.33,18.88,2.21,0.0
20050825:0606,84.21,120.0,33.0,20.51,2.28,0.0
20050825:0706,48.08,76.0,47.55,22.35,1.86,0.0
20050825:0806,232.15,305.0,61.75,23.0,0.83,0.0
20050825:0906,692.7,923.98,74.55,23.33,1.38,0.0
20050825:1006,762.93,1007.97,78.89,22.77,2.34,0.0
20050825:1106,735.48,975.97,68.72,22.29,1.72,0.0
20050825:1206,661.0,865.97,54.99,22.73,1.79,0.0
20050825:1306,543.39,702.97,40.57,23.04,1.79,0.0
20050825:1406,358.92,471.97,25.95,23.09,1.59,0.0
20050825:1506,143.08,224.97,11.24,22.68,1.31,0.0
20050825:1606,0.0,0.0,-3.49,22.06,0.97,0.0
20050825:1706,0.0,0.0,0.0,21.06,1.66,0.0
20050825:1806,0.0,0.0,0.0,21.21,0.69,0.0
20050825:1906,0.0,0.0,0.0,20.56,0.9,0.0
20050825:2006,0.0,0.0,0.0,18.87,2.21,0.0
20050825:2106,0.0,0.0,0.0,19.03,2.76,0.0
20050825:2206,0.0,0.0,0.0,19.1,3.59,0.0
20050825:2306,0.0,0.0,0.0,18.92,3.72,0.0
20050826:0006,0.0,0.0,0.0,18.7,3.66,0.0
20050826:0106,0.0,0.0,0.0,18.63,3.59,0.0
20050826:0206,0.0,0.0,0.0,18.34,3.59,0.0
20050826:0306,0.0,0.0,0.0,18.45,3.52,0.0
20050826:0406,0.0,0.0,0.0,18.64,3.24,0.0
20050826:0506,30.87,53.0,18.42,19.24,3.79,0.0
20050826:0606,267.1,336.99,33.12,20.04,4.0,0.0
20050826:0706,349.95,441.0,47.69,20.82,2.97,0.0
20050826:0806,595.11,761.99,61.93,21.62,2.34,0.0
20050826:0906,696.88,925.98,74.83,22.51,1.38,0.0
20050826:1006,739.12,1009.98,79.19,23.07,0.76,0.0
20050826:1106,704.82,939.97,68.82,22.61,1.38,0.0
20050826:1206,177.31,234.0,55.01,21.63,1.86,0.0
20050826:1306,391.33,501.99,40.56,21.5,1.38,0.0
20050826:1406,278.9,359.99,25.91,20.55,1.86,0.0
20050826:1506,124.62,184.98,11.18,20.04,1.17,0.0
20050826:1606,0.0,0.0,-3.56,19.5,1.45,0.0
20050826:1706,0.0,0.0,0.0,19.12,2.07,0.0
20050826:1806,0.0,0.0,0.0,19.02,1.45,0.0
20050826:1906,0.0,0.0,0.0,18.7,0.76,0.0
20050826:2006,0.0,0.0,0.0,17.79,1.52,0.0
20050826:2106,0.0,0.0,0.0,18.14,2.41,0.0
20050826:2206,0.0,0.0,0.0,17.83,2.83,0.0
20050826:2306,0.0,0.0,0.0,17.55,2.76,0.0
20050827:0006,0.0,0.0,0.0,17.31,2.62,0.0
20050827:0106,0.0,0.0,0.0,17.14,2.48,0.0
20050827:0206,0.0,0.0,0.0,16.92,2.69,0.0
20050827:0306,0.0,0.0,0.0,16.74,2.83,0.0
20050827:0406,0.0,0.0,0.0,16.6,2.9,0.0
20050827:0506,5.04,16.0,18.51,17.24,3.66,0.0
20050827:0606,46.6,73.0,33.23,18.98,3.66,0.0
20050827:0706,84.27,120.0,47.83,20.76,3.45,0.0
